TRAFFIC_DATE,TRAFFIC_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,CONTRIBUTING_FACTOR_VEHICLE,REFERENCE_ID,TRAFFIC_VEHICLE_TYPE_CODE 1,TRAFFIC_VEHICLE_TYPE_CODE2,Junction,Label,Results
12-08-20,11:20:00,MANHATTAN,10019.0,40.767963,-73.9837,POINT (-73.9837 40.767963),,,345 WEST 58 STREET,Driver Inattention/Distraction,4337814,PK,Pedicab,4,1,1
12-08-20,17:23:00,,,40.80907,-73.94455,POINT (-73.94455 40.80907),WEST 127 STREET,,,Driver Inattention/Distraction,4343599,E-Scooter,,2,0,0
12-08-20,13:00:00,,,40.73807,-73.93756,POINT (-73.93756 40.73807),LONG ISLAND EXPRESSWAY,,,Driver Inattention/Distraction,4337680,Sedan,Sedan,3,1,1
12-08-20,14:36:00,QUEENS,11101.0,40.749214,-73.936676,POINT (-73.936676 40.749214),,,29-14 NORTHERN BOULEVARD,Unspecified,4340049,Taxi,Station Wagon/Sport Utility Vehicle,1,0,0
12-08-20,22:30:00,,,40.68642,-73.75115,POINT (-73.75115 40.68642),NASHVILLE BOULEVARD,,,Unsafe Speed,4338676,Sedan,Station Wagon/Sport Utility Vehicle,2,1,1
12-08-20,17:30:00,BROOKLYN,11233.0,40.681118,-73.90868,POINT (-73.90868 40.681118),,,15 STONE AVENUE,Following Too Closely,4339082,Pick-up Truck,Sedan,1,0,0
12-08-20,16:00:00,BROOKLYN,11235.0,40.59178,-73.95901,POINT (-73.95901 40.59178),AVENUE X,EAST 12 STREET,,Unspecified,4337911,Sedan,,3,1,1
12-08-20,16:40:00,,,40.696983,-73.935234,POINT (-73.935234 40.696983),BROADWAY,,,Unsafe Lane Changing,4337817,Sedan,Station Wagon/Sport Utility Vehicle,4,1,1
12-08-20,9:30:00,,,40.82998,-73.913994,POINT (-73.913994 40.82998),EAST 166 STREET,,,Passing Too Closely,4337796,Pick-up Truck,Sedan,1,1,1
12-08-20,20:00:00,QUEENS,11357.0,40.79044,-73.80193,POINT (-73.80193 40.79044),12 ROAD,160 STREET,,Failure to Yield Right-of-Way,4337758,Sedan,Bike,3,0,0
12-08-20,11:50:00,,,40.684887,-74.00111,POINT (-74.00111 40.684887),BROOKLYN QUEENS EXPRESSWAY,,,Following Too Closely,4338457,Sedan,Sedan,2,0,0
12-08-20,11:00:00,,,,,,KISSENA BOULEVARD,,,Passing or Lane Usage Improper,4337700,Sedan,,3,1,1
12-08-20,0:59:00,,,40.60567,-74.030945,POINT (-74.030945 40.60567),BELT PARKWAY,,,Following Too Closely,4337431,Sedan,Taxi,2,0,0
12-08-20,18:00:00,QUEENS,11412.0,40.68889,-73.76296,POINT (-73.76296 40.68889),RIVERTON STREET,118 ROAD,,Unspecified,4337870,Station Wagon/Sport Utility Vehicle,Sedan,1,1,1
12-08-20,17:00:00,MANHATTAN,10039.0,40.826935,-73.93892,POINT (-73.93892 40.826935),,,2850 8 AVENUE,Other Vehicular,4338166,Station Wagon/Sport Utility Vehicle,,3,0,0
12-08-20,15:00:00,BROOKLYN,11234.0,,,,erskine street,belt parkway,,Lost Consciousness,4339492,Station Wagon/Sport Utility Vehicle,,2,1,1
12-08-20,9:58:00,QUEENS,11692.0,40.59053,-73.804245,POINT (-73.804245 40.59053),,,76-02 BEACH CHANNEL DRIVE,Lost Consciousness,4337721,Station Wagon/Sport Utility Vehicle,,1,0,0
12-08-20,21:15:00,MANHATTAN,10037.0,40.8095,-73.93583,POINT (-73.93583 40.8095),EAST 132 STREET,PARK AVENUE,,Following Too Closely,4339172,Sedan,,2,1,1
12-08-20,14:00:00,,,40.753937,-73.8603,POINT (-73.8603 40.753937),108 STREET,37 AVENUE,,Driver Inattention/Distraction,4340480,,,3,0,0
12-08-20,16:16:00,BROOKLYN,11236.0,40.64232,-73.91067,POINT (-73.91067 40.64232),,,8801 FARRAGUT ROAD,Unspecified,4338092,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0
12-08-20,15:31:00,MANHATTAN,10023.0,40.771152,-73.97966,POINT (-73.97966 40.771152),CENTRAL PARK WEST,WEST 64 STREET,,Other Vehicular,4337936,E-Scooter,,3,1,1
12-08-20,19:28:00,BROOKLYN,11206.0,40.700726,-73.94194,POINT (-73.94194 40.700726),BROADWAY,FLUSHING AVENUE,,Traffic Control Disregarded,4338101,Station Wagon/Sport Utility Vehicle,Bike,1,1,1
12-08-20,10:38:00,,,40.72766,-73.92938,POINT (-73.92938 40.72766),BROOKLYN QUEENS EXPRESSWAY,,,Unspecified,4337843,Sedan,Sedan,Double Road Junction,0,0
12-08-20,12:47:00,BROOKLYN,11224.0,40.57519,-73.99426,POINT (-73.99426 40.57519),,,2900 WEST 28 STREET,Unspecified,4338127,Sedan,,Tribble Road Junction,0,0
12-08-20,15:57:00,,,40.66278,-73.88086,POINT (-73.88086 40.66278),LINDEN BOULEVARD,,,Unsafe Lane Changing,4339494,Concrete Mixer,Sedan,Shopping Mall Road,1,1
12-08-20,22:02:00,BROOKLYN,11216.0,40.67516,-73.94902,POINT (-73.94902 40.67516),,,711 SAINT MARKS AVENUE,Other Vehicular,4340169,Box Truck,Bike,Double Road Junction,0,0
12-08-20,17:15:00,BROOKLYN,11201.0,40.692844,-73.99311,POINT (-73.99311 40.692844),JORALEMON STREET,CLINTON STREET,,Driver Inattention/Distraction,4338324,Sedan,,Mall Road Junction,1,1
12-08-20,7:20:00,QUEENS,11377.0,40.734337,-73.91025,POINT (-73.91025 40.734337),58 STREET,53 AVENUE,,Backing Unsafely,4337612,Sedan,Flat Bed,3,1,1
12-08-20,10:30:00,BRONX,10458.0,40.863224,-73.890396,POINT (-73.890396 40.863224),,,2614 DECATUR AVENUE,Unspecified,4337610,Station Wagon/Sport Utility Vehicle,,5,0,0
12-08-20,14:30:00,STATEN ISLAND,10310.0,40.64289,-74.11386,POINT (-74.11386 40.64289),RICHMOND TERRACE,BEMENT AVENUE,,Unspecified,4339305,Sedan,Sedan,3,0,0
12-08-20,20:50:00,,,40.6792,-73.9553,POINT (-73.9553 40.6792),ATLANTIC AVENUE,,,Unsafe Lane Changing,4337949,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,1,1
12-08-20,15:45:00,STATEN ISLAND,10308.0,40.54101,-74.14711,POINT (-74.14711 40.54101),HYLAN BOULEVARD,WIMAN AVENUE,,Following Too Closely,4337719,Sedan,Station Wagon/Sport Utility Vehicle,1,1,1
12-08-20,23:45:00,,,40.611122,-74.176506,POINT (-74.176506 40.611122),,,1200 SOUTH AVENUE,Driver Inattention/Distraction,4338141,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0
12-08-20,5:35:00,,,,,,Junction Blvd,JUNCTION BOULEVARD,,Pavement Slippery,4337530,Station Wagon/Sport Utility Vehicle,,4,0,0
12-08-20,19:00:00,,,40.685196,-73.97829,POINT (-73.97829 40.685196),FLATBUSH AVENUE,,,Unsafe Lane Changing,4337729,Sedan,Sedan,1,1,1
12-08-20,23:51:00,BRONX,10466.0,40.89312,-73.85893,POINT (-73.85893 40.89312),,,668 EAST 232 STREET,Reaction to Uninvolved Vehicle,4338019,Ambulance,Station Wagon/Sport Utility Vehicle,5,1,1
12-08-20,16:28:00,BROOKLYN,11219.0,40.64029,-73.994804,POINT (-73.994804 40.64029),FORT HAMILTON PARKWAY,45 STREET,,Unspecified,4338118,Taxi,Bike,2,0,0
12-08-20,17:16:00,BRONX,10457.0,40.83648,-73.897736,POINT (-73.897736 40.83648),CLAREMONT PARKWAY,CROTONA AVENUE,,Driver Inattention/Distraction,4337862,Station Wagon/Sport Utility Vehicle,Taxi,4,1,1
12-08-20,13:00:00,QUEENS,11428.0,40.72151,-73.73396,POINT (-73.73396 40.72151),,,94-12 221 STREET,Driver Inattention/Distraction,4337739,Sedan,Sedan,6,0,0
12-08-20,3:15:00,QUEENS,11385.0,40.69832,-73.90011,POINT (-73.90011 40.69832),NORMAN STREET,SENECA AVENUE,,Unspecified,4337845,Station Wagon/Sport Utility Vehicle,Sedan,4,1,1
12-08-20,19:42:00,,,40.609356,-74.01523,POINT (-74.01523 40.609356),14 AVENUE,,,Driver Inattention/Distraction,4337783,Station Wagon/Sport Utility Vehicle,Sedan,2,0,0
12-08-20,18:45:00,QUEENS,11358.0,40.765656,-73.80611,POINT (-73.80611 40.765656),159 STREET,35 AVENUE,,Failure to Yield Right-of-Way,4337720,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,4,1,1
12-08-20,10:02:00,QUEENS,11374.0,40.730354,-73.86578,POINT (-73.86578 40.730354),,,62-82 SAUNDERS STREET,Unspecified,4339162,Sedan,Station Wagon/Sport Utility Vehicle,3,1,1
12-08-20,0:00:00,QUEENS,11434.0,40.666695,-73.767136,POINT (-73.767136 40.666695),FARMERS BOULEVARD,SOUTH CONDUIT AVENUE,,Unspecified,4337742,Taxi,Station Wagon/Sport Utility Vehicle,2,1,1
12-08-20,1:00:00,,,40.677177,-73.90057,POINT (-73.90057 40.677177),BROADWAY,,,Unspecified,4339489,Station Wagon/Sport Utility Vehicle,,3,0,0
12-08-20,11:03:00,,,40.663727,-73.95386,POINT (-73.95386 40.663727),EMPIRE BOULEVARD,,,Driver Inattention/Distraction,4338186,Station Wagon/Sport Utility Vehicle,,4,0,0
12-08-20,20:30:00,BRONX,10461.0,40.835613,-73.82926,POINT (-73.82926 40.835613),,,2914 BAISLEY AVENUE,Unspecified,4340068,Sedan,,1,1,1
12-08-20,21:30:00,,,40.818756,-73.90876,POINT (-73.90876 40.818756),CAULDWELL AVENUE,,,Unspecified,4337767,Station Wagon/Sport Utility Vehicle,,4,0,0
12-08-20,14:45:00,BROOKLYN,11212.0,40.6733,-73.90392,POINT (-73.90392 40.6733),LIBERTY AVENUE,JUNIUS STREET,,Passing Too Closely,4337920,PK,Bike,2,1,1
12-08-20,6:45:00,QUEENS,11420.0,40.666893,-73.80546,POINT (-73.80546 40.666893),NORTH CONDUIT AVENUE,134 STREET,,Failure to Yield Right-of-Way,4337540,Sedan,Station Wagon/Sport Utility Vehicle,4,0,0
12-08-20,7:00:00,,,40.812103,-73.94976,POINT (-73.94976 40.812103),8 AVENUE,,,Driver Inattention/Distraction,4337687,Stake or Rack,Station Wagon/Sport Utility Vehicle,2,1,1
12-08-20,17:28:00,BROOKLYN,11228.0,40.605137,-74.01729,POINT (-74.01729 40.605137),BAY 8 STREET,INDEPENDENCE AVENUE,,Failure to Yield Right-of-Way,4338066,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,4,0,0
12-08-20,14:25:00,QUEENS,11413.0,40.677414,-73.7588,POINT (-73.7588 40.677414),BELKNAP STREET,135 AVENUE,,Backing Unsafely,4337868,Tow Truck / Wrecker,Pick-up Truck,1,1,1
12-08-20,12:30:00,BROOKLYN,11214.0,40.609768,-74.00679,POINT (-74.00679 40.609768),,,1619 86 STREET,Driver Inattention/Distraction,4337686,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,5,0,0
12-08-20,0:45:00,,,40.724262,-73.93745,POINT (-73.93745 40.724262),BROOKLYN QUEENS EXPRESSWAY,,,Following Too Closely,4337632,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0
12-08-20,18:38:00,MANHATTAN,10036.0,40.761166,-73.99916,POINT (-73.99916 40.761166),,,620 WEST 42 STREET,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4337940,Bike,,2,1,1
12-08-20,12:32:00,BROOKLYN,11238.0,40.672043,-73.957466,POINT (-73.957466 40.672043),,,785 FRANKLIN AVENUE,Backing Unsafely,4339886,,,1,1,1
12-08-20,16:12:00,,,40.830738,-73.9105,POINT (-73.9105 40.830738),WEBSTER AVENUE,,,Following Too Closely,4337798,Taxi,Taxi,3,0,0
12-08-20,12:00:00,BROOKLYN,11249.0,40.710457,-73.9652,POINT (-73.9652 40.710457),,,91 BROADWAY,Passing Too Closely,4337750,Station Wagon/Sport Utility Vehicle,Flat Rack,2,0,0
12-08-20,18:58:00,BRONX,10471.0,40.897984,-73.897026,POINT (-73.897026 40.897984),,,6255 BROADWAY,Unspecified,4338266,Sedan,Bike,4,1,1
12-08-20,22:30:00,,,40.817593,-73.95319,POINT (-73.95319 40.817593),WEST 133 STREET,,,Unspecified,4338652,Sedan,,2,0,0
12-08-20,1:23:00,BROOKLYN,11236.0,40.644337,-73.88938,POINT (-73.88938 40.644337),,,10546 FLATLANDS 3 STREET,View Obstructed/Limited,4340054,Station Wagon/Sport Utility Vehicle,,1,1,1
12-08-20,9:03:00,BRONX,10456.0,40.834553,-73.90834,POINT (-73.90834 40.834553),,,1330 WEBSTER AVENUE,Driver Inexperience,4337864,Sedan,Pick-up Truck,3,1,1
12-08-20,13:40:00,,,40.63316,-74.152016,POINT (-74.152016 40.63316),,,141 SIMONSON AVENUE,Unspecified,4337880,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0
12-08-20,17:30:00,BROOKLYN,11211.0,40.706642,-73.95896,POINT (-73.95896 40.706642),,,227 ROSS STREET,Following Too Closely,4337747,Sedan,Sedan,2,0,0
12-08-20,9:48:00,STATEN ISLAND,10310.0,40.62782,-74.12126,POINT (-74.12126 40.62782),CLOVE ROAD,FOREST AVENUE,,Steering Failure,4337645,Sedan,,3,1,1
12-08-20,14:25:00,,,40.775383,-73.923035,POINT (-73.923035 40.775383),HOYT AVENUE NORTH,21 STREET,,View Obstructed/Limited,4337927,Beverage Truck,Sedan,1,1,1
12-08-20,20:40:00,QUEENS,11412.0,40.69336,-73.75207,POINT (-73.75207 40.69336),118 AVENUE,200 STREET,,Traffic Control Disregarded,4337874,Sedan,Station Wagon/Sport Utility Vehicle,2,0,0
12-08-20,13:57:00,QUEENS,11378.0,40.72361,-73.899765,POINT (-73.899765 40.72361),,,65-35 GRAND AVENUE,Following Too Closely,4338709,Taxi,Sedan,1,0,0
12-08-20,17:49:00,BRONX,10456.0,40.83228,-73.90963,POINT (-73.90963 40.83228),EAST 168 STREET,WEBSTER AVENUE,,Unsafe Speed,4337813,Station Wagon/Sport Utility Vehicle,Bike,3,1,1
12-08-20,14:10:00,QUEENS,11435.0,40.713737,-73.82267,POINT (-73.82267 40.713737),,,82-24 135 STREET,Unspecified,4338648,Sedan,,4,1,1
12-08-20,11:25:00,,,,,,MARCUS GARVEY BLVD,MARCUS GARVEY BOULEVARD,,Failure to Yield Right-of-Way,4338656,Sedan,Bus,1,0,0
12-08-20,17:17:00,BRONX,10463.0,40.878307,-73.90316,POINT (-73.90316 40.878307),,,161 WEST 231 STREET,Driver Inattention/Distraction,4338265,Sedan,,3,1,1
12-08-20,20:27:00,QUEENS,11369.0,40.761806,-73.88083,POINT (-73.88083 40.761806),88 STREET,30 AVENUE,,Driver Inattention/Distraction,4338220,Sedan,Sedan,2,1,1
12-08-20,3:30:00,,,40.65559,-73.85907,POINT (-73.85907 40.65559),BELT PARKWAY,,,Reaction to Uninvolved Vehicle,4337497,Station Wagon/Sport Utility Vehicle,Sedan,3,1,1
12-08-20,7:00:00,,,40.691048,-73.88703,POINT (-73.88703 40.691048),JACKIE ROBINSON PKWY,,,Following Too Closely,4337730,Station Wagon/Sport Utility Vehicle,Sedan,2,0,0
12-08-20,0:10:00,MANHATTAN,10040.0,40.853683,-73.93054,POINT (-73.93054 40.853683),SAINT NICHOLAS AVENUE,WEST 188 STREET,,Traffic Control Disregarded,4338158,Sedan,,1,0,0
12-08-20,17:24:00,MANHATTAN,10037.0,40.80832,-73.936676,POINT (-73.936676 40.80832),,,1916 PARK AVENUE,Unspecified,4339194,Sedan,,3,0,0
12-08-20,15:30:00,,,40.839294,-73.88418,POINT (-73.88418 40.839294),CROSS BRONX EXPY,,,Driver Inattention/Distraction,4337723,Sedan,Station Wagon/Sport Utility Vehicle,2,1,1
12-08-20,19:15:00,QUEENS,11434.0,40.66876,-73.77332,POINT (-73.77332 40.66876),,,162-10 144 AVENUE,Unspecified,4337871,Station Wagon/Sport Utility Vehicle,,1,1,1
12-08-20,20:05:00,,,40.611774,-74.07069,POINT (-74.07069 40.611774),HYLAN BOULEVARD,TOMPKINS AVENUE,,Driver Inattention/Distraction,4337945,Sedan,,2,0,0
12-08-20,15:16:00,QUEENS,11354.0,40.776657,-73.827415,POINT (-73.827415 40.776657),WHITESTONE EXPRESSWAY,25 AVENUE,,Aggressive Driving/Road Rage,4337735,Station Wagon/Sport Utility Vehicle,,3,0,0
12-08-20,17:00:00,BRONX,10452.0,40.838768,-73.92815,POINT (-73.92815 40.838768),WEST 167 STREET,WEST 168 STREET,,Unspecified,4338169,Station Wagon/Sport Utility Vehicle,,1,1,1
12-08-20,22:22:00,,,40.636326,-73.958405,POINT (-73.958405 40.636326),OCEAN AVENUE,,,Driver Inattention/Distraction,4337810,Bike,Box Truck,3,0,0
12-08-20,16:00:00,BROOKLYN,11224.0,40.57662,-73.982605,POINT (-73.982605 40.57662),,,2905 WEST 15 STREET,Unspecified,4337782,Sedan,,1,1,1
12-08-20,21:00:00,BRONX,10459.0,40.830173,-73.88786,POINT (-73.88786 40.830173),,,1417 LONGFELLOW AVENUE,Passenger Distraction,4337881,Taxi,,Double Road Junction,0,0
12-08-20,6:55:00,QUEENS,11413.0,40.66682,-73.7612,POINT (-73.7612 40.66682),,,182-23 NORTH CONDUIT AVENUE,Driver Inattention/Distraction,4337695,4 dr sedan,,Tribble Road Junction,1,1
12-08-20,18:00:00,,,40.763245,-73.75806,POINT (-73.75806 40.763245),CROSS ISLAND PARKWAY,,,Fell Asleep,4337734,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Shopping Mall Road,0,0
12-08-20,16:40:00,,,40.863113,-73.920616,POINT (-73.920616 40.863113),NAGLE AVENUE,,,Failure to Yield Right-of-Way,4338014,Sedan,Sedan,Double Road Junction,1,1
12-08-20,0:00:00,,,40.857784,-73.83081,POINT (-73.83081 40.857784),HUTCHINSON RIVER PARKWAY,,,Unspecified,4338892,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Mall Road Junction,0,0
12-08-20,14:33:00,MANHATTAN,10013.0,40.721447,-74.001274,POINT (-74.001274 40.721447),,,40 MERCER STREET,Driver Inexperience,4339132,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,3,0,0
12-08-20,11:45:00,MANHATTAN,10029.0,40.78843,-73.94907,POINT (-73.94907 40.78843),EAST 100 STREET,LEXINGTON AVENUE,,Driver Inattention/Distraction,4337888,Sedan,,5,1,1
12-08-20,2:41:00,QUEENS,11434.0,40.673744,-73.78864,POINT (-73.78864 40.673744),,,125-30 SUTPHIN BOULEVARD,Driver Inattention/Distraction,4337693,Sedan,Sedan,3,1,1
12-08-20,12:50:00,,,40.67325,-73.886734,POINT (-73.886734 40.67325),PITKIN AVENUE,,,Following Too Closely,4339483,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,0
12-08-20,15:44:00,,,40.60567,-74.030945,POINT (-74.030945 40.60567),BELT PARKWAY,,,Driver Inattention/Distraction,4338755,Sedan,Sedan,1,0,0
12-08-20,19:45:00,,,40.739143,-73.90109,POINT (-73.90109 40.739143),BROOKLYN QUEENS EXPRESSWAY,,,Driver Inattention/Distraction,4337861,Station Wagon/Sport Utility Vehicle,Sedan,Parallel Road Junction,1,1
12-08-20,23:30:00,,,40.77323,-73.76513,POINT (-73.76513 40.77323),CROSS ISLAND PARKWAY,,,Driver Inattention/Distraction,4337905,Station Wagon/Sport Utility Vehicle,Sedan,Lake Road Junction,0,0
12-08-20,10:20:00,BRONX,10458.0,40.863224,-73.890396,POINT (-73.890396 40.863224),,,2614 DECATUR AVENUE,Unspecified,4337633,Sedan,,4 Road Junction,1,1
12-08-20,17:05:00,BROOKLYN,11232.0,40.661163,-74.00069,POINT (-74.00069 40.661163),3 AVENUE,26 STREET,,Following Too Closely,4337938,Sedan,Sedan,Double Road Junction,1,1
12-08-20,2:40:00,QUEENS,11361.0,40.771732,-73.77101,POINT (-73.77101 40.771732),,,214-57 33 ROAD,Driver Inexperience,4337754,Sedan,,Mall Road Junction,0,0
12-08-20,7:15:00,STATEN ISLAND,10304.0,40.61026,-74.097496,POINT (-74.097496 40.61026),MILFORD DRIVE,CLOVE ROAD,,Driver Inexperience,4338414,Sedan,Sedan,3,0,0
12-08-20,15:00:00,BROOKLYN,11220.0,40.64695,-74.007355,POINT (-74.007355 40.64695),,,520 46 STREET,Unspecified,4337934,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,5,1,1
12-08-20,10:20:00,QUEENS,11414.0,,,,SOUTH CONDUIT AVENUE,79 STREET,,Driver Inattention/Distraction,4337762,Sedan,Sedan,3,1,1
12-08-20,10:49:00,BROOKLYN,11217.0,40.682785,-73.978325,POINT (-73.978325 40.682785),,,386 DEAN STREET,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4337691,Station Wagon/Sport Utility Vehicle,Bike,2,0,0
12-08-20,22:00:00,,,,,,G.C.P / L.I.E. (CDR),,,Unspecified,4337769,Sedan,,1,0,0
12-08-20,0:00:00,,,40.852306,-73.89811,POINT (-73.89811 40.852306),WEBSTER AVENUE,EAST 180 STREET,,Driver Inattention/Distraction,4337520,Sedan,,3,1,1
12-08-20,16:30:00,,,40.763023,-73.97815,POINT (-73.97815 40.763023),WEST 55 STREET,,,Driver Inattention/Distraction,4337785,Sedan,Box Truck,4,1,1
12-08-20,14:45:00,,,,,,GRAND CENTRAL PARKWAY,168 STREET,,Failure to Yield Right-of-Way,4337731,Sedan,Station Wagon/Sport Utility Vehicle,1,0,0
12-08-20,21:30:00,BROOKLYN,11204.0,40.612343,-73.97898,POINT (-73.97898 40.612343),,,2312 65 STREET,Unspecified,4337786,Chassis Cab,Sedan,5,1,1
12-08-20,13:00:00,MANHATTAN,10032.0,40.833843,-73.9385,POINT (-73.9385 40.833843),WEST 160 STREET,EDGECOMBE AVENUE,,Driver Inattention/Distraction,4337788,Sedan,,2,0,0
12-08-20,15:50:00,BRONX,10463.0,40.873642,-73.90797,POINT (-73.90797 40.873642),,,40 WEST 225 STREET,Backing Unsafely,4337824,Taxi,Station Wagon/Sport Utility Vehicle,4,1,1
12-08-20,19:40:00,BRONX,10469.0,40.87442,-73.84606,POINT (-73.84606 40.87442),CORSA AVENUE,GIVAN AVENUE,,Traffic Control Disregarded,4338023,Sedan,Sedan,6,0,0
12-08-20,8:00:00,BROOKLYN,11226.0,40.64459,-73.95765,POINT (-73.95765 40.64459),,,2138 BEVERLEY ROAD,Unspecified,4337638,Station Wagon/Sport Utility Vehicle,,4,1,1
12-08-20,5:35:00,BRONX,10460.0,40.839897,-73.88584,POINT (-73.88584 40.839897),EAST 176 STREET,CROTONA PARKWAY,,Unspecified,4337533,Station Wagon/Sport Utility Vehicle,,2,1,1
12-08-20,12:11:00,MANHATTAN,10033.0,40.852337,-73.93572,POINT (-73.93572 40.852337),BENNETT AVENUE,WEST 184 STREET,,Traffic Control Disregarded,4337913,Sedan,Sedan,4,1,1
12-08-20,16:25:00,BROOKLYN,11214.0,40.599854,-73.98878,POINT (-73.98878 40.599854),85 STREET,24 AVENUE,,Driver Inattention/Distraction,4337923,Station Wagon/Sport Utility Vehicle,Bike,3,0,0
12-08-20,13:30:00,BROOKLYN,11236.0,40.646404,-73.912865,POINT (-73.912865 40.646404),,,900 REMSEN AVENUE,Backing Unsafely,4337755,Station Wagon/Sport Utility Vehicle,,2,0,0
12-08-20,17:28:00,QUEENS,11377.0,40.755825,-73.903404,POINT (-73.903404 40.755825),32 AVENUE,58 STREET,,Driver Inattention/Distraction,4337929,Sedan,Sedan,3,1,1
12-08-20,14:20:00,QUEENS,11101.0,40.74754,-73.94124,POINT (-73.94124 40.74754),JACKSON AVENUE,43 AVENUE,,Oversized Vehicle,4337854,Sedan,Station Wagon/Sport Utility Vehicle,4,0,0
12-08-20,14:09:00,BROOKLYN,11218.0,40.640835,-73.98967,POINT (-73.98967 40.640835),12 AVENUE,41 STREET,,Unspecified,4338120,Station Wagon/Sport Utility Vehicle,Bike,1,1,1
12-08-20,11:04:00,,,40.771076,-73.94676,POINT (-73.94676 40.771076),FDR DRIVE,,,Driver Inattention/Distraction,4338331,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,4,0,0
12-08-20,11:10:00,MANHATTAN,10016.0,40.747627,-73.976746,POINT (-73.976746 40.747627),EAST 37 STREET,3 AVENUE,,Unsafe Lane Changing,4337674,Sedan,Pick-up Truck,2,1,1
12-08-20,20:35:00,MANHATTAN,10037.0,40.814102,-73.940865,POINT (-73.940865 40.814102),LENOX AVENUE,WEST 135 STREET,,Driver Inattention/Distraction,4339113,Taxi,Bike,4,0,0
12-08-20,18:50:00,,,40.76095,-73.832756,POINT (-73.832756 40.76095),PRINCE STREET,,,Failure to Yield Right-of-Way,4337764,Station Wagon/Sport Utility Vehicle,E-Bike,2,1,1
12-08-20,6:20:00,MANHATTAN,10016.0,40.744778,-73.97589,POINT (-73.97589 40.744778),2 AVENUE,EAST 34 STREET,,Driver Inattention/Distraction,4337581,Station Wagon/Sport Utility Vehicle,Sedan,4,0,0
12-08-20,20:25:00,,,40.711224,-73.92859,POINT (-73.92859 40.711224),VARICK AVENUE,,,Failure to Yield Right-of-Way,4337751,Sedan,Bike,1,0,0
12-08-20,15:17:00,QUEENS,11101.0,40.745068,-73.93826,POINT (-73.93826 40.745068),SKILLMAN AVENUE,29 STREET,,Driver Inattention/Distraction,4337863,Sedan,Station Wagon/Sport Utility Vehicle,5,1,1
12-08-20,17:30:00,QUEENS,11434.0,40.65965,-73.773834,POINT (-73.773834 40.65965),ROCKAWAY BOULEVARD,FARMERS BOULEVARD,,Unspecified,4337743,Sedan,Sedan,3,1,1
12-08-20,22:21:00,,,,,,,,949 KOSCIUSZKO STREET,Unspecified,4338658,Station Wagon/Sport Utility Vehicle,Sedan,2,0,0
12-08-20,22:25:00,,,40.754745,-73.9879,POINT (-73.9879 40.754745),7 AVENUE,,,Driver Inattention/Distraction,4337833,Bike,Station Wagon/Sport Utility Vehicle,1,0,0
12-08-20,9:35:00,QUEENS,11691.0,,,,,,1165 BEACH CHANNEL DRIVE,Unspecified,4338131,Station Wagon/Sport Utility Vehicle,,3,1,1
12-08-20,14:30:00,BRONX,10459.0,40.824135,-73.89295,POINT (-73.89295 40.824135),WESTCHESTER AVENUE,SIMPSON STREET,,Following Too Closely,4338087,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,0
12-08-20,20:45:00,BRONX,10473.0,40.81776,-73.843605,POINT (-73.843605 40.81776),,,501 ZEREGA AVENUE,Unspecified,4338285,Pick-up Truck,,4,1,1
12-08-20,7:00:00,BRONX,10451.0,40.830845,-73.93154,POINT (-73.93154 40.830845),WEST 161 STREET,SUMMIT AVENUE,,Driver Inattention/Distraction,4337663,Sedan,Sedan,2,1,1
12-08-20,6:55:00,BROOKLYN,11215.0,40.667164,-73.98134,POINT (-73.98134 40.667164),,,319 7 AVENUE,Driver Inattention/Distraction,4337574,Sedan,Dump,1,0,0
12-08-20,16:42:00,,,40.658577,-73.89063,POINT (-73.89063 40.658577),LINDEN BOULEVARD,,,Other Vehicular,4339496,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,3,0,0
12-08-20,15:25:00,BRONX,10458.0,40.867958,-73.887695,POINT (-73.887695 40.867958),POND PLACE,EAST 198 STREET,,Unspecified,4337823,Station Wagon/Sport Utility Vehicle,,4,1,1
